GEOID,NAME,variable,estimate,moe,year,label_short
2502758825,Rutland,B08301_004,280,142,2018,"Car, truck, or van - Carpooled"
2502758825,Rutland,B08301_010,0,17,2018,Public transportation (excluding taxicab)
2502758825,Rutland,B08301_016,0,17,2018,Taxicab
2502758825,Rutland,B08301_017,0,17,2018,Motorcycle
2502758825,Rutland,B08301_018,0,17,2018,Bicycle
2502758825,Rutland,B08301_019,0,17,2018,Walked
2502758825,Rutland,B08301_020,0,17,2018,Other means
2502758825,Rutland,B08301_021,293,129,2018,Worked at home
2502761800,Shrewsbury,B08301_003,15751,639,2018,"Car, truck, or van - Drove alone"
2502761800,Shrewsbury,B08301_004,1339,308,2018,"Car, truck, or van - Carpooled"
2502761800,Shrewsbury,B08301_010,611,204,2018,Public transportation (excluding taxicab)
2502761800,Shrewsbury,B08301_016,0,26,2018,Taxicab
2502761800,Shrewsbury,B08301_017,12,19,2018,Motorcycle
2502761800,Shrewsbury,B08301_018,30,35,2018,Bicycle
2502761800,Shrewsbury,B08301_019,222,131,2018,Walked
2502761800,Shrewsbury,B08301_020,71,62,2018,Other means
2502761800,Shrewsbury,B08301_021,940,218,2018,Worked at home
2502766105,Spencer,B08301_003,5422,401,2018,"Car, truck, or van - Drove alone"
2502766105,Spencer,B08301_004,430,133,2018,"Car, truck, or van - Carpooled"
2502766105,Spencer,B08301_010,33,33,2018,Public transportation (excluding taxicab)
2502766105,Spencer,B08301_016,0,19,2018,Taxicab
2502766105,Spencer,B08301_017,27,32,2018,Motorcycle
2502766105,Spencer,B08301_018,12,20,2018,Bicycle
2502766105,Spencer,B08301_019,200,261,2018,Walked
2502766105,Spencer,B08301_020,0,19,2018,Other means
2502766105,Spencer,B08301_021,246,132,2018,Worked at home
2502768155,Sturbridge,B08301_003,3708,412,2018,"Car, truck, or van - Drove alone"
2502768155,Sturbridge,B08301_004,382,178,2018,"Car, truck, or van - Carpooled"
2502768155,Sturbridge,B08301_010,25,31,2018,Public transportation (excluding taxicab)
2502768155,Sturbridge,B08301_016,0,17,2018,Taxicab
2502768155,Sturbridge,B08301_017,0,17,2018,Motorcycle
2502768155,Sturbridge,B08301_018,0,17,2018,Bicycle
2502768155,Sturbridge,B08301_019,28,31,2018,Walked
2502768155,Sturbridge,B08301_020,25,34,2018,Other means
2502768155,Sturbridge,B08301_021,487,235,2018,Worked at home
2502768610,Sutton,B08301_003,4274,350,2018,"Car, truck, or van - Drove alone"
2502768610,Sutton,B08301_004,365,162,2018,"Car, truck, or van - Carpooled"
2502768610,Sutton,B08301_010,22,25,2018,Public transportation (excluding taxicab)
2502768610,Sutton,B08301_016,0,17,2018,Taxicab
2502768610,Sutton,B08301_017,5,9,2018,Motorcycle
2502768610,Sutton,B08301_018,0,17,2018,Bicycle
2502768610,Sutton,B08301_019,141,97,2018,Walked
2502768610,Sutton,B08301_020,72,86,2018,Other means
2502768610,Sutton,B08301_021,296,114,2018,Worked at home
2502771480,Upton,B08301_003,3417,290,2018,"Car, truck, or van - Drove alone"
2502771480,Upton,B08301_004,247,126,2018,"Car, truck, or van - Carpooled"
2502771480,Upton,B08301_010,52,44,2018,Public transportation (excluding taxicab)
2502771480,Upton,B08301_016,0,17,2018,Taxicab
2502771480,Upton,B08301_017,0,17,2018,Motorcycle
2502771480,Upton,B08301_018,0,17,2018,Bicycle
2502771480,Upton,B08301_019,1,5,2018,Walked
2502771480,Upton,B08301_020,58,69,2018,Other means
